Results_Name,VSPAERO_History
Results_Timestamp,1692335226
FC_Roll__Rate,0.000000000000000000e+00
FC_Sref_,1.000000000000000000e+02
FC_Vinf_,1.000000000000000000e+02
FC_Xcg_,0.000000000000000000e+00
FC_Yaw___Rate,0.000000000000000000e+00
FC_Ycg_,0.000000000000000000e+00
FC_Zcg_,0.000000000000000000e+00
L/D,5.968492264596400076e+01,8.743652551003000539e+00,6.645343586573999595e+00
Mach,1.000000000000000021e-03,1.000000000000000021e-03,1.000000000000000021e-03
T/QS,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
WakeIter,1,2,3
Results_Name,VSPAERO_Polar
Results_Timestamp,1692335226
Results_Date,8,18,2023
Results_Time,15,7,6
Alpha,0.000000000000000000e+00,5.000000000000000000e+00,1.000000000000000000e+01
Beta,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
CDi,-1.042325610246999990e+00,1.076665954499999960e-02,2.775126643300000057e-02
CDo,9.313382332000000319e-02,2.585116198999999788e-03,3.894382074000000190e-03
